Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget,pass_read,pass_math,pass_both,budget_per_student,spending_lvl,school_size
24,Chelsea Griffith,F,11th,Huang High School,85,73,0,District,2917,1910635,1,1,1,655,4,Medium
25,Cesar Morris,M,9th,Huang High School,92,70,0,District,2917,1910635,1,1,1,655,4,Medium
26,Melanie Decker,F,9th,Huang High School,63,85,0,District,2917,1910635,0,1,0,655,4,Medium
27,Tracey Oconnor,F,10th,Huang High School,80,58,0,District,2917,1910635,1,0,0,655,4,Medium
28,Kelly James,F,11th,Huang High School,73,55,0,District,2917,1910635,1,0,0,655,4,Medium
29,Nicole Brown,F,12th,Huang High School,90,88,0,District,2917,1910635,1,1,1,655,4,Medium
30,Bobby Harris,M,9th,Huang High School,94,99,0,District,2917,1910635,1,1,1,655,4,Medium
31,Brian Fernandez,M,10th,Huang High School,97,65,0,District,2917,1910635,1,0,0,655,4,Medium
32,Candace Phelps,F,11th,Huang High School,93,90,0,District,2917,1910635,1,1,1,655,4,Medium
33,Amy Gonzalez,F,12th,Huang High School,95,68,0,District,2917,1910635,1,0,0,655,4,Medium
34,Steven Green,M,11th,Huang High School,65,74,0,District,2917,1910635,0,1,0,655,4,Medium
35,Benjamin Carlson,M,10th,Huang High School,99,61,0,District,2917,1910635,1,0,0,655,4,Medium
36,Kevin Bailey,M,10th,Huang High School,76,76,0,District,2917,1910635,1,1,1,655,4,Medium
37,Jesse Newton,M,10th,Huang High School,63,66,0,District,2917,1910635,0,0,0,655,4,Medium
38,Kimberly Mercado,F,12th,Huang High School,73,77,0,District,2917,1910635,1,1,1,655,4,Medium
39,Gregory Roberts,M,9th,Huang High School,80,61,0,District,2917,1910635,1,0,0,655,4,Medium
40,Matthew Mayer,M,9th,Huang High School,79,69,0,District,2917,1910635,1,0,0,655,4,Medium
41,Jennifer Parks,F,11th,Huang High School,85,95,0,District,2917,1910635,1,1,1,655,4,Medium
42,John Carlson,M,9th,Huang High School,65,89,0,District,2917,1910635,0,1,0,655,4,Medium
43,Megan Roberts,F,9th,Huang High School,66,90,0,District,2917,1910635,0,1,0,655,4,Medium
44,Debra Flores,F,10th,Huang High School,75,66,0,District,2917,1910635,1,0,0,655,4,Medium
45,Heidi Jackson,F,11th,Huang High School,64,93,0,District,2917,1910635,0,1,0,655,4,Medium
46,Denise Bradford,F,12th,Huang High School,73,59,0,District,2917,1910635,1,0,0,655,4,Medium
47,Ellen Brown,F,11th,Huang High School,77,81,0,District,2917,1910635,1,1,1,655,4,Medium
48,Amy Perkins,F,9th,Huang High School,76,66,0,District,2917,1910635,1,0,0,655,4,Medium
49,Natalie Mitchell,F,10th,Huang High School,73,93,0,District,2917,1910635,1,1,1,655,4,Medium
50,Tiffany Gutierrez,F,10th,Huang High School,82,95,0,District,2917,1910635,1,1,1,655,4,Medium
51,Jennifer Hess,F,11th,Huang High School,91,56,0,District,2917,1910635,1,0,0,655,4,Medium
52,Christine Fletcher,F,12th,Huang High School,69,78,0,District,2917,1910635,0,1,0,655,4,Medium
53,Jon Smith,M,9th,Huang High School,96,69,0,District,2917,1910635,1,0,0,655,4,Medium
54,Tracey Yates,F,9th,Huang High School,83,68,0,District,2917,1910635,1,0,0,655,4,Medium
55,Jerry Gordon,M,12th,Huang High School,95,71,0,District,2917,1910635,1,1,1,655,4,Medium
56,Michael Cox,M,11th,Huang High School,72,72,0,District,2917,1910635,1,1,1,655,4,Medium
57,Madeline Snyder,F,9th,Huang High School,97,56,0,District,2917,1910635,1,0,0,655,4,Medium
58,Allison King,F,11th,Huang High School,74,84,0,District,2917,1910635,1,1,1,655,4,Medium
59,Theresa Meyer,F,9th,Huang High School,88,70,0,District,2917,1910635,1,1,1,655,4,Medium
60,Jared Wood,M,9th,Huang High School,63,89,0,District,2917,1910635,0,1,0,655,4,Medium
61,Eric Maynard,M,9th,Huang High School,64,95,0,District,2917,1910635,0,1,0,655,4,Medium
62,Mark Owens,M,11th,Huang High School,74,65,0,District,2917,1910635,1,0,0,655,4,Medium
63,Ronnie Conley,M,11th,Huang High School,77,61,0,District,2917,1910635,1,0,0,655,4,Medium
64,Kimberly Davis,F,12th,Huang High School,87,57,0,District,2917,1910635,1,0,0,655,4,Medium
65,Amy Mitchell,F,11th,Huang High School,74,60,0,District,2917,1910635,1,0,0,655,4,Medium
66,Dylan Taylor,M,10th,Huang High School,77,93,0,District,2917,1910635,1,1,1,655,4,Medium
67,Elizabeth Henderson,F,12th,Huang High School,70,60,0,District,2917,1910635,1,0,0,655,4,Medium
68,James Lopez,M,12th,Huang High School,65,82,0,District,2917,1910635,0,1,0,655,4,Medium
69,Michael Morgan,M,11th,Huang High School,75,89,0,District,2917,1910635,1,1,1,655,4,Medium
70,Angela Francis,F,12th,Huang High School,70,60,0,District,2917,1910635,1,0,0,655,4,Medium
71,Breanna Taylor,F,10th,Huang High School,93,68,0,District,2917,1910635,1,0,0,655,4,Medium
72,Jason Johnson,M,12th,Huang High School,82,65,0,District,2917,1910635,1,0,0,655,4,Medium
73,Kyle Martin,M,10th,Huang High School,72,94,0,District,2917,1910635,1,1,1,655,4,Medium
74,Scott Gill,M,10th,Huang High School,85,85,0,District,2917,1910635,1,1,1,655,4,Medium
75,Lisa Long,F,10th,Huang High School,87,62,0,District,2917,1910635,1,0,0,655,4,Medium
76,Erin Liu,F,9th,Huang High School,78,76,0,District,2917,1910635,1,1,1,655,4,Medium
77,Marcus Richards,M,12th,Huang High School,83,76,0,District,2917,1910635,1,1,1,655,4,Medium
78,Jason Thompson,M,12th,Huang High School,99,57,0,District,2917,1910635,1,0,0,655,4,Medium
79,Elizabeth Mckinney,F,9th,Huang High School,74,81,0,District,2917,1910635,1,1,1,655,4,Medium
80,Jessica Bailey,F,10th,Huang High School,67,70,0,District,2917,1910635,0,1,0,655,4,Medium
81,Lisa Frye,F,12th,Huang High School,94,73,0,District,2917,1910635,1,1,1,655,4,Medium
82,Lindsey Baker,F,11th,Huang High School,81,57,0,District,2917,1910635,1,0,0,655,4,Medium
83,Lisa Ramirez,F,12th,Huang High School,64,76,0,District,2917,1910635,0,1,0,655,4,Medium
84,Joseph Butler,M,10th,Huang High School,77,63,0,District,2917,1910635,1,0,0,655,4,Medium
85,Tina Lynch,F,10th,Huang High School,94,60,0,District,2917,1910635,1,0,0,655,4,Medium
86,Leah Benitez,F,10th,Huang High School,93,84,0,District,2917,1910635,1,1,1,655,4,Medium
87,Elizabeth Parker,F,10th,Huang High School,85,56,0,District,2917,1910635,1,0,0,655,4,Medium
88,Melissa Hunter,F,10th,Huang High School,90,70,0,District,2917,1910635,1,1,1,655,4,Medium
89,Madison Everett,F,11th,Huang High School,70,78,0,District,2917,1910635,1,1,1,655,4,Medium
90,Ronald Garcia,M,9th,Huang High School,99,86,0,District,2917,1910635,1,1,1,655,4,Medium
91,Mark Cherry,M,10th,Huang High School,96,98,0,District,2917,1910635,1,1,1,655,4,Medium
92,Ryan Stokes,M,9th,Huang High School,75,72,0,District,2917,1910635,1,1,1,655,4,Medium
93,Isaiah Maldonado,M,10th,Huang High School,84,91,0,District,2917,1910635,1,1,1,655,4,Medium
94,Micheal Dennis,M,12th,Huang High School,86,61,0,District,2917,1910635,1,0,0,655,4,Medium
95,Kevin Martinez,M,11th,Huang High School,89,58,0,District,2917,1910635,1,0,0,655,4,Medium
96,Jessica Smith,F,9th,Huang High School,77,72,0,District,2917,1910635,1,1,1,655,4,Medium
97,Dawn Trujillo,F,11th,Huang High School,82,87,0,District,2917,1910635,1,1,1,655,4,Medium
98,Virginia Ramirez,F,10th,Huang High School,99,89,0,District,2917,1910635,1,1,1,655,4,Medium
99,Marc Hernandez,M,10th,Huang High School,87,63,0,District,2917,1910635,1,0,0,655,4,Medium
100,Jose Gonzalez,M,12th,Huang High School,69,67,0,District,2917,1910635,0,0,0,655,4,Medium
101,Jason Dennis,M,10th,Huang High School,72,57,0,District,2917,1910635,1,0,0,655,4,Medium
102,Gary Morris,M,11th,Huang High School,74,58,0,District,2917,1910635,1,0,0,655,4,Medium
103,William Mcdonald,M,12th,Huang High School,86,74,0,District,2917,1910635,1,1,1,655,4,Medium
104,Michael Savage,M,9th,Huang High School,75,66,0,District,2917,1910635,1,0,0,655,4,Medium
105,Alexis Todd,F,11th,Huang High School,82,95,0,District,2917,1910635,1,1,1,655,4,Medium
106,David Hansen,M,10th,Huang High School,76,86,0,District,2917,1910635,1,1,1,655,4,Medium
107,Steven Mendez,M,12th,Huang High School,68,88,0,District,2917,1910635,0,1,0,655,4,Medium
108,Ryan Lynch,M,12th,Huang High School,77,67,0,District,2917,1910635,1,0,0,655,4,Medium
109,Timothy Marks,M,9th,Huang High School,78,62,0,District,2917,1910635,1,0,0,655,4,Medium
110,Alexander Johns,M,10th,Huang High School,67,77,0,District,2917,1910635,0,1,0,655,4,Medium
111,Kenneth Chavez,M,9th,Huang High School,70,79,0,District,2917,1910635,1,1,1,655,4,Medium
112,Dennis Williams,M,10th,Huang High School,88,67,0,District,2917,1910635,1,0,0,655,4,Medium
113,Michael Roy,M,12th,Huang High School,85,73,0,District,2917,1910635,1,1,1,655,4,Medium
114,Richard Ryan,M,12th,Huang High School,88,86,0,District,2917,1910635,1,1,1,655,4,Medium
115,Matthew Reyes,M,12th,Huang High School,79,60,0,District,2917,1910635,1,0,0,655,4,Medium
116,Stephanie Ward,F,11th,Huang High School,75,69,0,District,2917,1910635,1,0,0,655,4,Medium
117,Christopher Tucker,M,10th,Huang High School,80,90,0,District,2917,1910635,1,1,1,655,4,Medium
118,Daniel Jones,M,12th,Huang High School,66,68,0,District,2917,1910635,0,0,0,655,4,Medium
119,Devin Craig,M,10th,Huang High School,65,80,0,District,2917,1910635,0,1,0,655,4,Medium
120,Erin Prince,F,12th,Huang High School,88,81,0,District,2917,1910635,1,1,1,655,4,Medium
121,Bernard Ortiz,M,11th,Huang High School,78,76,0,District,2917,1910635,1,1,1,655,4,Medium
122,Nicole Miller,F,10th,Huang High School,98,57,0,District,2917,1910635,1,0,0,655,4,Medium
123,Christopher Fritz,M,9th,Huang High School,88,77,0,District,2917,1910635,1,1,1,655,4,Medium
124,Bonnie Mckinney,F,11th,Huang High School,63,65,0,District,2917,1910635,0,0,0,655,4,Medium
125,Troy Nelson,M,11th,Huang High School,79,63,0,District,2917,1910635,1,0,0,655,4,Medium
126,Jennifer Lee,F,12th,Huang High School,93,66,0,District,2917,1910635,1,0,0,655,4,Medium
127,Ronald Ward,M,10th,Huang High School,74,89,0,District,2917,1910635,1,1,1,655,4,Medium
128,Nathaniel Hampton,M,11th,Huang High School,70,81,0,District,2917,1910635,1,1,1,655,4,Medium
129,Michael Travis,M,11th,Huang High School,65,79,0,District,2917,1910635,0,1,0,655,4,Medium
130,James Taylor,M,9th,Huang High School,77,71,0,District,2917,1910635,1,1,1,655,4,Medium
131,Thomas Strickland,M,9th,Huang High School,63,77,0,District,2917,1910635,0,1,0,655,4,Medium
132,Brittany Jackson,F,9th,Huang High School,79,57,0,District,2917,1910635,1,0,0,655,4,Medium
133,Marisa Lowe,F,9th,Huang High School,95,95,0,District,2917,1910635,1,1,1,655,4,Medium
134,Nicole Thomas,F,9th,Huang High School,83,59,0,District,2917,1910635,1,0,0,655,4,Medium
135,Matthew Rodriguez,M,12th,Huang High School,80,79,0,District,2917,1910635,1,1,1,655,4,Medium
136,Kent Fernandez,M,12th,Huang High School,66,58,0,District,2917,1910635,0,0,0,655,4,Medium
137,Michelle Martin,F,12th,Huang High School,86,92,0,District,2917,1910635,1,1,1,655,4,Medium
138,John Sparks,M,9th,Huang High School,74,91,0,District,2917,1910635,1,1,1,655,4,Medium
139,Ann Blake,F,11th,Huang High School,97,75,0,District,2917,1910635,1,1,1,655,4,Medium
140,Melissa Miller,F,12th,Huang High School,76,67,0,District,2917,1910635,1,0,0,655,4,Medium
141,Steven Houston,M,9th,Huang High School,99,71,0,District,2917,1910635,1,1,1,655,4,Medium
142,Kristen Anderson,F,11th,Huang High School,78,76,0,District,2917,1910635,1,1,1,655,4,Medium
143,Cory Jones,M,11th,Huang High School,82,73,0,District,2917,1910635,1,1,1,655,4,Medium
144,Jennifer Mora,F,10th,Huang High School,98,73,0,District,2917,1910635,1,1,1,655,4,Medium
145,Dennis Griffin,M,9th,Huang High School,78,71,0,District,2917,1910635,1,1,1,655,4,Medium
146,Darryl Brown,M,10th,Huang High School,98,90,0,District,2917,1910635,1,1,1,655,4,Medium
147,Martin Mosley,M,10th,Huang High School,90,67,0,District,2917,1910635,1,0,0,655,4,Medium
148,Joyce Diaz,F,10th,Huang High School,85,58,0,District,2917,1910635,1,0,0,655,4,Medium
149,Jeffrey Rose,M,12th,Huang High School,81,91,0,District,2917,1910635,1,1,1,655,4,Medium
150,Jamie Moreno,F,9th,Huang High School,78,99,0,District,2917,1910635,1,1,1,655,4,Medium
151,Catherine Williams,F,9th,Huang High School,66,56,0,District,2917,1910635,0,0,0,655,4,Medium
152,Lauren Byrd,F,11th,Huang High School,66,92,0,District,2917,1910635,0,1,0,655,4,Medium
153,Vanessa Frazier,F,10th,Huang High School,85,82,0,District,2917,1910635,1,1,1,655,4,Medium
154,Stephen Bryant,M,11th,Huang High School,83,77,0,District,2917,1910635,1,1,1,655,4,Medium
155,Lawrence Liu,M,12th,Huang High School,82,73,0,District,2917,1910635,1,1,1,655,4,Medium
156,Joseph Larsen,M,9th,Huang High School,88,82,0,District,2917,1910635,1,1,1,655,4,Medium
157,Susan Collier,F,11th,Huang High School,76,92,0,District,2917,1910635,1,1,1,655,4,Medium
158,Meagan Jensen,F,9th,Huang High School,66,67,0,District,2917,1910635,0,0,0,655,4,Medium
159,Julie Harper,F,12th,Huang High School,88,73,0,District,2917,1910635,1,1,1,655,4,Medium
160,Meghan Carroll,F,12th,Huang High School,75,98,0,District,2917,1910635,1,1,1,655,4,Medium
161,Wanda Horton,F,11th,Huang High School,68,88,0,District,2917,1910635,0,1,0,655,4,Medium
162,Mary Campbell,F,10th,Huang High School,72,56,0,District,2917,1910635,1,0,0,655,4,Medium
163,Jennifer Rodgers,F,11th,Huang High School,83,98,0,District,2917,1910635,1,1,1,655,4,Medium
164,Heather Cooper,F,12th,Huang High School,85,61,0,District,2917,1910635,1,0,0,655,4,Medium
165,Ryan Perez,M,11th,Huang High School,70,87,0,District,2917,1910635,1,1,1,655,4,Medium
166,Ryan Cox,M,12th,Huang High School,95,72,0,District,2917,1910635,1,1,1,655,4,Medium
167,Darren Zavala,M,10th,Huang High School,64,84,0,District,2917,1910635,0,1,0,655,4,Medium
168,Joseph Morales III,M,10th,Huang High School,64,85,0,District,2917,1910635,0,1,0,655,4,Medium
169,Aaron West,M,10th,Huang High School,98,67,0,District,2917,1910635,1,0,0,655,4,Medium
170,James Combs,M,10th,Huang High School,65,82,0,District,2917,1910635,0,1,0,655,4,Medium
171,Curtis Garner,M,10th,Huang High School,79,78,0,District,2917,1910635,1,1,1,655,4,Medium
172,Sarah Miller,F,10th,Huang High School,94,71,0,District,2917,1910635,1,1,1,655,4,Medium
173,Samantha Thomas,F,10th,Huang High School,92,62,0,District,2917,1910635,1,0,0,655,4,Medium
174,Robert Atkins,M,9th,Huang High School,85,97,0,District,2917,1910635,1,1,1,655,4,Medium
175,Alexis Crawford,M,10th,Huang High School,70,82,0,District,2917,1910635,1,1,1,655,4,Medium
176,Ryan Maddox,M,11th,Huang High School,80,80,0,District,2917,1910635,1,1,1,655,4,Medium
177,Jonathan Meyer,M,9th,Huang High School,65,79,0,District,2917,1910635,0,1,0,655,4,Medium
178,Donna Wagner,F,10th,Huang High School,95,61,0,District,2917,1910635,1,0,0,655,4,Medium
179,William Kennedy,M,11th,Huang High School,76,56,0,District,2917,1910635,1,0,0,655,4,Medium
180,Kimberly Martinez,F,11th,Huang High School,84,83,0,District,2917,1910635,1,1,1,655,4,Medium
181,Matthew Anderson,M,11th,Huang High School,92,99,0,District,2917,1910635,1,1,1,655,4,Medium
182,Kari Miller,F,9th,Huang High School,88,55,0,District,2917,1910635,1,0,0,655,4,Medium
183,Jenna Luna,F,9th,Huang High School,73,91,0,District,2917,1910635,1,1,1,655,4,Medium
184,Justin Contreras,M,12th,Huang High School,89,63,0,District,2917,1910635,1,0,0,655,4,Medium
185,Mary Fox,F,11th,Huang High School,94,92,0,District,2917,1910635,1,1,1,655,4,Medium
186,Joseph Perkins,M,10th,Huang High School,96,76,0,District,2917,1910635,1,1,1,655,4,Medium
187,Kelly Phillips,F,12th,Huang High School,78,90,0,District,2917,1910635,1,1,1,655,4,Medium
188,Justin Thornton,M,11th,Huang High School,65,61,0,District,2917,1910635,0,0,0,655,4,Medium
189,Joshua Barber,M,10th,Huang High School,77,61,0,District,2917,1910635,1,0,0,655,4,Medium
190,Travis Jackson,M,11th,Huang High School,86,96,0,District,2917,1910635,1,1,1,655,4,Medium
191,Jordan Beasley,F,10th,Huang High School,96,59,0,District,2917,1910635,1,0,0,655,4,Medium
192,Kevin Allen,M,12th,Huang High School,68,63,0,District,2917,1910635,0,0,0,655,4,Medium
193,Victoria Harris,F,11th,Huang High School,89,59,0,District,2917,1910635,1,0,0,655,4,Medium
194,Victoria Joseph,F,12th,Huang High School,72,56,0,District,2917,1910635,1,0,0,655,4,Medium
195,Brandy Marshall,F,11th,Huang High School,86,60,0,District,2917,1910635,1,0,0,655,4,Medium
196,Ryan Jimenez,M,11th,Huang High School,63,89,0,District,2917,1910635,0,1,0,655,4,Medium
197,Michael Chan,M,9th,Huang High School,63,69,0,District,2917,1910635,0,0,0,655,4,Medium
198,Christopher Phillips,M,9th,Huang High School,86,55,0,District,2917,1910635,1,0,0,655,4,Medium
199,Kevin Murphy,M,10th,Huang High School,85,99,0,District,2917,1910635,1,1,1,655,4,Medium
200,Vanessa Harper,F,12th,Huang High School,85,85,0,District,2917,1910635,1,1,1,655,4,Medium
201,James Ferguson,M,9th,Huang High School,96,66,0,District,2917,1910635,1,0,0,655,4,Medium
202,Carol Schroeder,F,12th,Huang High School,83,61,0,District,2917,1910635,1,0,0,655,4,Medium
203,Jerry Phillips,M,10th,Huang High School,82,72,0,District,2917,1910635,1,1,1,655,4,Medium
204,Kristin Wade,F,9th,Huang High School,71,56,0,District,2917,1910635,1,0,0,655,4,Medium
205,Jessica Warner,F,11th,Huang High School,94,83,0,District,2917,1910635,1,1,1,655,4,Medium
206,Dorothy Burke,F,11th,Huang High School,91,92,0,District,2917,1910635,1,1,1,655,4,Medium
207,Bethany Walter,F,9th,Huang High School,88,76,0,District,2917,1910635,1,1,1,655,4,Medium
208,Melissa Avery,F,9th,Huang High School,83,86,0,District,2917,1910635,1,1,1,655,4,Medium
209,Daniel Sutton,M,11th,Huang High School,86,96,0,District,2917,1910635,1,1,1,655,4,Medium
210,Ryan Johnson,M,9th,Huang High School,63,79,0,District,2917,1910635,0,1,0,655,4,Medium
211,Timothy Quinn,M,10th,Huang High School,83,76,0,District,2917,1910635,1,1,1,655,4,Medium
212,Zachary Allen,M,10th,Huang High School,64,87,0,District,2917,1910635,0,1,0,655,4,Medium
213,Lauren Schmitt,F,12th,Huang High School,71,61,0,District,2917,1910635,1,0,0,655,4,Medium
214,Stephanie Armstrong,F,11th,Huang High School,70,66,0,District,2917,1910635,1,0,0,655,4,Medium
215,Ruben Rivera,M,9th,Huang High School,65,79,0,District,2917,1910635,0,1,0,655,4,Medium
216,Patricia Petty,F,12th,Huang High School,79,98,0,District,2917,1910635,1,1,1,655,4,Medium
217,Joseph Jacobs,M,11th,Huang High School,96,68,0,District,2917,1910635,1,0,0,655,4,Medium
218,Bianca Wilson,F,11th,Huang High School,66,62,0,District,2917,1910635,0,0,0,655,4,Medium
219,Donald Perez,M,9th,Huang High School,87,79,0,District,2917,1910635,1,1,1,655,4,Medium
220,Curtis Gomez,M,9th,Huang High School,77,77,0,District,2917,1910635,1,1,1,655,4,Medium
221,Courtney Brown,F,9th,Huang High School,90,88,0,District,2917,1910635,1,1,1,655,4,Medium
222,Nicole Randall,F,9th,Huang High School,94,78,0,District,2917,1910635,1,1,1,655,4,Medium
223,Steven Lambert,M,11th,Huang High School,64,56,0,District,2917,1910635,0,0,0,655,4,Medium
224,Anthony Alvarez,M,10th,Huang High School,93,90,0,District,2917,1910635,1,1,1,655,4,Medium
225,Shawn Farrell,M,10th,Huang High School,89,87,0,District,2917,1910635,1,1,1,655,4,Medium
226,Jesus Schmidt,M,9th,Huang High School,80,76,0,District,2917,1910635,1,1,1,655,4,Medium
227,Laura Wright,F,12th,Huang High School,89,69,0,District,2917,1910635,1,0,0,655,4,Medium
228,Steven Smith,M,11th,Huang High School,66,65,0,District,2917,1910635,0,0,0,655,4,Medium
229,Norman Thompson,M,9th,Huang High School,99,78,0,District,2917,1910635,1,1,1,655,4,Medium
230,Anthony Wright,M,10th,Huang High School,76,64,0,District,2917,1910635,1,0,0,655,4,Medium
231,Kayla Watts,F,11th,Huang High School,74,89,0,District,2917,1910635,1,1,1,655,4,Medium
232,Aimee Johnson,F,9th,Huang High School,97,55,0,District,2917,1910635,1,0,0,655,4,Medium
233,Heidi Scott,F,12th,Huang High School,77,98,0,District,2917,1910635,1,1,1,655,4,Medium
234,Anthony Williams,M,10th,Huang High School,78,93,0,District,2917,1910635,1,1,1,655,4,Medium
235,Sarah Hill,F,12th,Huang High School,88,97,0,District,2917,1910635,1,1,1,655,4,Medium
236,Kim Wang,F,9th,Huang High School,90,71,0,District,2917,1910635,1,1,1,655,4,Medium
237,Beth Manning,F,11th,Huang High School,88,92,0,District,2917,1910635,1,1,1,655,4,Medium
238,Ryan Hanson,M,12th,Huang High School,87,83,0,District,2917,1910635,1,1,1,655,4,Medium
239,James Wood,M,9th,Huang High School,70,81,0,District,2917,1910635,1,1,1,655,4,Medium
240,Corey Greene,M,10th,Huang High School,70,94,0,District,2917,1910635,1,1,1,655,4,Medium
241,John Carter,M,11th,Huang High School,95,83,0,District,2917,1910635,1,1,1,655,4,Medium
242,Beth Garza,F,11th,Huang High School,75,92,0,District,2917,1910635,1,1,1,655,4,Medium
243,Karen Jones,F,9th,Huang High School,78,96,0,District,2917,1910635,1,1,1,655,4,Medium
244,Stephanie Poole,F,10th,Huang High School,95,59,0,District,2917,1910635,1,0,0,655,4,Medium
245,Lisa Brown,F,9th,Huang High School,99,72,0,District,2917,1910635,1,1,1,655,4,Medium
246,Paul Scott,M,10th,Huang High School,64,78,0,District,2917,1910635,0,1,0,655,4,Medium
247,Evelyn Buck,F,10th,Huang High School,68,60,0,District,2917,1910635,0,0,0,655,4,Medium
248,Terry Harrell,M,9th,Huang High School,86,69,0,District,2917,1910635,1,0,0,655,4,Medium
249,Leah Skinner,F,11th,Huang High School,70,79,0,District,2917,1910635,1,1,1,655,4,Medium
250,Anthony Mercado,M,11th,Huang High School,95,97,0,District,2917,1910635,1,1,1,655,4,Medium
251,Walter Kelly,M,9th,Huang High School,80,78,0,District,2917,1910635,1,1,1,655,4,Medium
252,Lori Evans,F,10th,Huang High School,99,66,0,District,2917,1910635,1,0,0,655,4,Medium
253,Ashley Jones,F,12th,Huang High School,96,72,0,District,2917,1910635,1,1,1,655,4,Medium
254,Amber Soto,F,9th,Huang High School,82,60,0,District,2917,1910635,1,0,0,655,4,Medium
255,Patrick Phillips,M,10th,Huang High School,64,62,0,District,2917,1910635,0,0,0,655,4,Medium
256,Linda Curry,F,11th,Huang High School,74,76,0,District,2917,1910635,1,1,1,655,4,Medium
257,Alexander Obrien,M,10th,Huang High School,68,90,0,District,2917,1910635,0,1,0,655,4,Medium
258,Vincent Garza,M,10th,Huang High School,97,61,0,District,2917,1910635,1,0,0,655,4,Medium
259,Terry Marsh,M,11th,Huang High School,99,69,0,District,2917,1910635,1,0,0,655,4,Medium
260,Angela Perkins,F,11th,Huang High School,76,56,0,District,2917,1910635,1,0,0,655,4,Medium
261,Peter Hampton,M,9th,Huang High School,83,97,0,District,2917,1910635,1,1,1,655,4,Medium
262,David Cross,M,11th,Huang High School,68,61,0,District,2917,1910635,0,0,0,655,4,Medium
263,Clinton Ortega,M,10th,Huang High School,93,62,0,District,2917,1910635,1,0,0,655,4,Medium
264,Jamie Escobar,F,10th,Huang High School,91,91,0,District,2917,1910635,1,1,1,655,4,Medium
265,Sandra Mason,F,12th,Huang High School,76,83,0,District,2917,1910635,1,1,1,655,4,Medium
266,Craig Cole,M,12th,Huang High School,83,92,0,District,2917,1910635,1,1,1,655,4,Medium
267,Lisa Warren,F,12th,Huang High School,70,81,0,District,2917,1910635,1,1,1,655,4,Medium
268,Maria Howard,F,9th,Huang High School,74,91,0,District,2917,1910635,1,1,1,655,4,Medium
269,Michael Porter,M,11th,Huang High School,86,68,0,District,2917,1910635,1,0,0,655,4,Medium
270,John Turner,M,11th,Huang High School,78,99,0,District,2917,1910635,1,1,1,655,4,Medium
271,Timothy Wang,M,12th,Huang High School,93,75,0,District,2917,1910635,1,1,1,655,4,Medium
272,Amanda Taylor,F,9th,Huang High School,73,58,0,District,2917,1910635,1,0,0,655,4,Medium
273,Karen Mckenzie,F,9th,Huang High School,82,64,0,District,2917,1910635,1,0,0,655,4,Medium
274,Brandon Miles,M,11th,Huang High School,98,76,0,District,2917,1910635,1,1,1,655,4,Medium
